,track_name,artist,streams,uid,cleaned_lyrics,stemmed_lyrics,lemmatized_lyrics
622,TALES OF DOMINICA,Lil Nas X,8726024,5S4PZ7AuYlYiVIVik3wHUf,woke floor oh plastic bed blow broken home everyone becomes predictable oh sometimes angry sometimes hurting sometimes alone sometimes anxious sometimes makes feel like living lowest safe say hope little bit hope fade away living island made faith go running back home face hеr face oh oh finally grown nothing like hoped would bе floating oceanless sea could wrong everybody right scary things head dream woke floor oh plastic bed blow ooh broken home everyone becomes predictable oh sometimes angry sometimes hurting sometimes alone sometimes anxious sometimes makes feel like living lowest safe say hope little bit hope fade away living island made faith go running back home face face ooh ooh,woke floor oh plastic bed blow broken home everyon becom predict oh sometim angri sometim hurt sometim alon sometim anxiou sometim make feel like live lowest safe say hope littl bit hope fade away live island made faith go run back home face hеr face oh oh final grown noth like hope would bе float oceanless sea could wrong everybodi right scari thing head dream woke floor oh plastic bed blow ooh broken home everyon becom predict oh sometim angri sometim hurt sometim alon sometim anxiou sometim make feel like live lowest safe say hope littl bit hope fade away live island made faith go run back home face face ooh ooh,woke floor oh plastic bed blow broken home everyone becomes predictable oh sometimes angry sometimes hurting sometimes alone sometimes anxious sometimes make feel like living lowest safe say hope little bit hope fade away living island made faith go running back home face hеr face oh oh finally grown nothing like hoped would bе floating oceanless sea could wrong everybody right scary thing head dream woke floor oh plastic bed blow ooh broken home everyone becomes predictable oh sometimes angry sometimes hurting sometimes alone sometimes anxious sometimes make feel like living lowest safe say hope little bit hope fade away living island made faith go running back home face face ooh ooh
623,X Gon' Give It To Ya,DMX,8638360,1zzxoZVylsna2BQB65Ppcb,arf arf yeah uh yeah grr yeah uh grr yeah get twisted rap shit mine motherfucker fuckin game fuck heard grr hearin hearin hearin listen hearin listen hearin listen gon give ya fuck waitin get gon deliver ya uh knock knock open door real non stop pop pop stainless steel go hard gettin busy ooh got good heart make motherfucker wonder yeah damn right yeah cause light gots win uh uh uh break bread enemy matter many cats break bread break sendin yeah motherfuckers never wanted nothin life saved uh bitch light day give gettin like nigga said freeze uh one endin knees bitch please come thing cats came play stay way motherfucker first gonna rock gonna roll let pop go let go gon give ya uh gon give ya gon give ya uh gon give ya first gonna rock gonna roll let pop go let go gon give ya uh gon give ya gon give ya uh gon give ya never gave nothin yeah every time turn around cats got hands wantin somethin uh huh got get yeah let leave cause yeah hit full strength jail nigga face world like earl bullpen uh uh uh uh whatever whenever nigga fuck gon wolf sheep clothin nigga know chill come back get streets open doin nineteen years niggas wanna fight fight tears put work kids uh cats done forgot work uh huh know lookin know see nigga first gonna rock gonna roll let pop go let go gon give ya uh gon give ya gon give ya uh gon give ya come first gonna rock gonna roll let pop go let go come gon give ya uh gon give ya gon give ya uh gon give ya ayo niggas know got em streets give em love give back ooh talk much long give strong love wild wild hunnids yeah shout niggas done come even dough uh uh uh gettin stand yo real first gonna rock gonna roll let pop go let go come gon give ya uh gon give ya gon give ya uh gon give ya come first gonna rock gonna roll let pop go let go come gon give ya uh gon give ya gon give ya uh gon give ya come first gonna rock gonna roll let pop go let go come gon give ya uh gon give ya gon give ya uh gon give ya come come uh uh come,arf arf yeah uh yeah grr yeah uh grr yeah get twist rap shit mine motherfuck fuckin game fuck heard grr hearin hearin hearin listen hearin listen hearin listen gon give ya fuck waitin get gon deliv ya uh knock knock open door real non stop pop pop stainless steel go hard gettin busi ooh got good heart make motherfuck wonder yeah damn right yeah caus light got win uh uh uh break bread enemi matter mani cat break bread break sendin yeah motherfuck never want nothin life save uh bitch light day give gettin like nigga said freez uh one endin knee bitch pleas come thing cat came play stay way motherfuck first gonna rock gonna roll let pop go let go gon give ya uh gon give ya gon give ya uh gon give ya first gonna rock gonna roll let pop go let go gon give ya uh gon give ya gon give ya uh gon give ya never gave nothin yeah everi time turn around cat got hand wantin somethin uh huh got get yeah let leav caus yeah hit full strength jail nigga face world like earl bullpen uh uh uh uh whatev whenev nigga fuck gon wolf sheep clothin nigga know chill come back get street open doin nineteen year nigga wanna fight fight tear put work kid uh cat done forgot work uh huh know lookin know see nigga first gonna rock gonna roll let pop go let go gon give ya uh gon give ya gon give ya uh gon give ya come first gonna rock gonna roll let pop go let go come gon give ya uh gon give ya gon give ya uh gon give ya ayo nigga know got em street give em love give back ooh talk much long give strong love wild wild hunnid yeah shout nigga done come even dough uh uh uh gettin stand yo real first gonna rock gonna roll let pop go let go come gon give ya uh gon give ya gon give ya uh gon give ya come first gonna rock gonna roll let pop go let go come gon give ya uh gon give ya gon give ya uh gon give ya come first gonna rock gonna roll let pop go let go come gon give ya uh gon give ya gon give ya uh gon give ya come come uh uh come,arf arf yeah uh yeah grr yeah uh grr yeah get twisted rap shit mine motherfucker fuckin game fuck heard grr hearin hearin hearin listen hearin listen hearin listen gon give ya fuck waitin get gon deliver ya uh knock knock open door real non stop pop pop stainless steel go hard gettin busy ooh got good heart make motherfucker wonder yeah damn right yeah cause light gots win uh uh uh break bread enemy matter many cat break bread break sendin yeah motherfucker never wanted nothin life saved uh bitch light day give gettin like nigga said freeze uh one endin knee bitch please come thing cat came play stay way motherfucker first gonna rock gonna roll let pop go let go gon give ya uh gon give ya gon give ya uh gon give ya first gonna rock gonna roll let pop go let go gon give ya uh gon give ya gon give ya uh gon give ya never gave nothin yeah every time turn around cat got hand wantin somethin uh huh got get yeah let leave cause yeah hit full strength jail nigga face world like earl bullpen uh uh uh uh whatever whenever nigga fuck gon wolf sheep clothin nigga know chill come back get street open doin nineteen year nigga wanna fight fight tear put work kid uh cat done forgot work uh huh know lookin know see nigga first gonna rock gonna roll let pop go let go gon give ya uh gon give ya gon give ya uh gon give ya come first gonna rock gonna roll let pop go let go come gon give ya uh gon give ya gon give ya uh gon give ya ayo nigga know got em street give em love give back ooh talk much long give strong love wild wild hunnids yeah shout nigga done come even dough uh uh uh gettin stand yo real first gonna rock gonna roll let pop go let go come gon give ya uh gon give ya gon give ya uh gon give ya come first gonna rock gonna roll let pop go let go come gon give ya uh gon give ya gon give ya uh gon give ya come first gonna rock gonna roll let pop go let go come gon give ya uh gon give ya gon give ya uh gon give ya come come uh uh come
624,GOLDWING,Billie Eilish,8589283,0FfqyjhB6Kspvit1oOo7ax,hath come bosom beloved smiling beareth highest heav yearning heart thee gaze gold wing messenger mighty gods gold winged angel go home tell anyone sacred starved art gettin dark tear apart tear apart tear apart tear apart better keep head da da da da better keep head da da da da gonna tell wanna hear gonna disappear gonna claim like souvenir sell year better keep head da da da da keep head da da da da better keep head da da da da keep head da da da da good,hath come bosom belov smile beareth highest heav yearn heart thee gaze gold wing messeng mighti god gold wing angel go home tell anyon sacr starv art gettin dark tear apart tear apart tear apart tear apart better keep head da da da da better keep head da da da da gonna tell wanna hear gonna disappear gonna claim like souvenir sell year better keep head da da da da keep head da da da da better keep head da da da da keep head da da da da good,hath come bosom beloved smiling beareth highest heav yearning heart thee gaze gold wing messenger mighty god gold winged angel go home tell anyone sacred starved art gettin dark tear apart tear apart tear apart tear apart better keep head da da da da better keep head da da da da gonna tell wanna hear gonna disappear gonna claim like souvenir sell year better keep head da da da da keep head da da da da better keep head da da da da keep head da da da da good
625,First Times,Ed Sheeran,8531058,5QYnNhTKsN3kE7OaqILA1U,thought feel different playin wembley eighty thousand singin chasin cause dream cleared room grabbed couple beers started talking way funny simplest things life make man little moments pass us oh remember first kiss first night first song made cry first drink red wine step brooklyn still feel first fight made alive wait make million first times mmm mmm greatest thing achieved four little words one knee said darling jokin said please funny simplest things life make man little moments pass us oh remember first kiss first night first song made cry first look eyes said love still feel butterflies stumbled home night wait make million first times mmm mmm funny simplest things life make man little moments pass us oh remember first kiss first night first song made cry first dance moonlight parents garden wait see everything yet first child million first times,thought feel differ playin wembley eighti thousand singin chasin caus dream clear room grab coupl beer start talk way funni simplest thing life make man littl moment pass us oh rememb first kiss first night first song made cri first drink red wine step brooklyn still feel first fight made aliv wait make million first time mmm mmm greatest thing achiev four littl word one knee said darl jokin said pleas funni simplest thing life make man littl moment pass us oh rememb first kiss first night first song made cri first look eye said love still feel butterfli stumbl home night wait make million first time mmm mmm funni simplest thing life make man littl moment pass us oh rememb first kiss first night first song made cri first danc moonlight parent garden wait see everyth yet first child million first time,thought feel different playin wembley eighty thousand singin chasin cause dream cleared room grabbed couple beer started talking way funny simplest thing life make man little moment pas u oh remember first kiss first night first song made cry first drink red wine step brooklyn still feel first fight made alive wait make million first time mmm mmm greatest thing achieved four little word one knee said darling jokin said please funny simplest thing life make man little moment pas u oh remember first kiss first night first song made cry first look eye said love still feel butterfly stumbled home night wait make million first time mmm mmm funny simplest thing life make man little moment pas u oh remember first kiss first night first song made cry first dance moonlight parent garden wait see everything yet first child million first time
626,No Love (with SZA),"Summer Walker, SZA",8425122,08SB2OtZkaliju77WYEKxk,oh ooh woah oh oh yeah yeah yeah yeah back back would played wanted play yet see worth try play love love got little bit complicated back wanna fuck fuck get drunk get drunk take drugs take drugs fuck love wanna fuck fuck get drunk oh hop planes lust lovin would lovin would give like ten percent deserve like half need money back ridin hood pissed finna let new niggas come find trippin like got designer pussy tryna see credit card swipe get want need cc vv dick call dick call feelings involved done seen need funny say bout us ever pull put get right right one ruined us give give fuck fuck get drunk get drunk take drugs take drugs fuck love wanna fuck fuck get drunk oh hop planes lust lovin would lovin yeah yeah yeah yeah come find even worth time tried act like good enough eyes funny callin ringin line hell ringin line oh tell changed status fame pockets change pride body back show call motto hit club bottle pussy good thought hit lotto back wanna fuck fuck get drunk get drunk take drugs take drugs fuck love wanna fuck fuck get drunk oh hop planes lust lovin lovin come find even worth time tried act like good enough eyes funny callin ringin line hell ringin line,oh ooh woah oh oh yeah yeah yeah yeah back back would play want play yet see worth tri play love love got littl bit complic back wanna fuck fuck get drunk get drunk take drug take drug fuck love wanna fuck fuck get drunk oh hop plane lust lovin would lovin would give like ten percent deserv like half need money back ridin hood piss finna let new nigga come find trippin like got design pussi tryna see credit card swipe get want need cc vv dick call dick call feel involv done seen need funni say bout us ever pull put get right right one ruin us give give fuck fuck get drunk get drunk take drug take drug fuck love wanna fuck fuck get drunk oh hop plane lust lovin would lovin yeah yeah yeah yeah come find even worth time tri act like good enough eye funni callin ringin line hell ringin line oh tell chang statu fame pocket chang pride bodi back show call motto hit club bottl pussi good thought hit lotto back wanna fuck fuck get drunk get drunk take drug take drug fuck love wanna fuck fuck get drunk oh hop plane lust lovin lovin come find even worth time tri act like good enough eye funni callin ringin line hell ringin line,oh ooh woah oh oh yeah yeah yeah yeah back back would played wanted play yet see worth try play love love got little bit complicated back wanna fuck fuck get drunk get drunk take drug take drug fuck love wanna fuck fuck get drunk oh hop plane lust lovin would lovin would give like ten percent deserve like half need money back ridin hood pissed finna let new nigga come find trippin like got designer pussy tryna see credit card swipe get want need cc vv dick call dick call feeling involved done seen need funny say bout u ever pull put get right right one ruined u give give fuck fuck get drunk get drunk take drug take drug fuck love wanna fuck fuck get drunk oh hop plane lust lovin would lovin yeah yeah yeah yeah come find even worth time tried act like good enough eye funny callin ringin line hell ringin line oh tell changed status fame pocket change pride body back show call motto hit club bottle pussy good thought hit lotto back wanna fuck fuck get drunk get drunk take drug take drug fuck love wanna fuck fuck get drunk oh hop plane lust lovin lovin come find even worth time tried act like good enough eye funny callin ringin line hell ringin line
627,"I am not a woman, I'm a god",Halsey,8420550,5RhFmJifQe83FpQ6ZFFTZ5,woman god martyr problem legend fraud keep heart cause already every day got smile frown goes couple bodies garden grass grows take em grave suitcase maybe could different human new place oh wanna feel somethin tell go cause everybody knows somethin wanna know stay right cause bеtter alone yeah bеtter alone woman god martyr problem legend fraud keep heart cause already got one woman god martyr problem legend fraud keep heart cause already every morning got hollow heart goes never listen see eyes closed know remember grass stain maybe could better human new name oh wanna feel somethin tell go cause everybody knows somethin wanna know stay right cause better alone yeah better alone woman god martyr problem legend fraud keep heart cause already got one woman god martyr problem legend fraud keep heart cause already yeah ready leave go feel got caught hands smokin gun try need hard feel really hurt love someone oh wanna feel somethin tell go cause everybody knows somethin wanna know stay right cause better alone yeah better alone woman god martyr problem legend fraud keep heart cause already got one woman god martyr problem legend fraud keep heart cause already got one,woman god martyr problem legend fraud keep heart caus alreadi everi day got smile frown goe coupl bodi garden grass grow take em grave suitcas mayb could differ human new place oh wanna feel somethin tell go caus everybodi know somethin wanna know stay right caus bеtter alon yeah bеtter alon woman god martyr problem legend fraud keep heart caus alreadi got one woman god martyr problem legend fraud keep heart caus alreadi everi morn got hollow heart goe never listen see eye close know rememb grass stain mayb could better human new name oh wanna feel somethin tell go caus everybodi know somethin wanna know stay right caus better alon yeah better alon woman god martyr problem legend fraud keep heart caus alreadi got one woman god martyr problem legend fraud keep heart caus alreadi yeah readi leav go feel got caught hand smokin gun tri need hard feel realli hurt love someon oh wanna feel somethin tell go caus everybodi know somethin wanna know stay right caus better alon yeah better alon woman god martyr problem legend fraud keep heart caus alreadi got one woman god martyr problem legend fraud keep heart caus alreadi got one,woman god martyr problem legend fraud keep heart cause already every day got smile frown go couple body garden grass grows take em grave suitcase maybe could different human new place oh wanna feel somethin tell go cause everybody know somethin wanna know stay right cause bеtter alone yeah bеtter alone woman god martyr problem legend fraud keep heart cause already got one woman god martyr problem legend fraud keep heart cause already every morning got hollow heart go never listen see eye closed know remember grass stain maybe could better human new name oh wanna feel somethin tell go cause everybody know somethin wanna know stay right cause better alone yeah better alone woman god martyr problem legend fraud keep heart cause already got one woman god martyr problem legend fraud keep heart cause already yeah ready leave go feel got caught hand smokin gun try need hard feel really hurt love someone oh wanna feel somethin tell go cause everybody know somethin wanna know stay right cause better alone yeah better alone woman god martyr problem legend fraud keep heart cause already got one woman god martyr problem legend fraud keep heart cause already got one
628,ONE OF ME (feat. Elton John),"Lil Nas X, Elton John",8266667,3JR2RztQcOjUQGQSybxDIO,like like say one say one yeah yeah say one say one yeah yeah like like say one say one yeah yeah say one say one yeah yeah say one say need validation tell think top last creation word block fell sayin old town road lil nassy playin nigga stick best suggest make another one like huh yeah oh know hurts soul know luck huh drop song nigga give fuck like like say one say one yeah yeah say one say one yeah yeah like like say one say one yeah yeah say one say one yeah yeah meme joke gimmick go things get face show oh think big shit big pimpin let know next big thing next thing go prove everybody waitin real swear somebody hatin see lasting long honest even album okay floppin promise oh like like say one say one yeah yeah say one say one yeah yeah like like say one say one yeah yeah say one say one yeah yeah oh oh oh oh oh oh oh oh oh oh oh oh,like like say one say one yeah yeah say one say one yeah yeah like like say one say one yeah yeah say one say one yeah yeah say one say need valid tell think top last creation word block fell sayin old town road lil nassi playin nigga stick best suggest make anoth one like huh yeah oh know hurt soul know luck huh drop song nigga give fuck like like say one say one yeah yeah say one say one yeah yeah like like say one say one yeah yeah say one say one yeah yeah meme joke gimmick go thing get face show oh think big shit big pimpin let know next big thing next thing go prove everybodi waitin real swear somebodi hatin see last long honest even album okay floppin promis oh like like say one say one yeah yeah say one say one yeah yeah like like say one say one yeah yeah say one say one yeah yeah oh oh oh oh oh oh oh oh oh oh oh oh,like like say one say one yeah yeah say one say one yeah yeah like like say one say one yeah yeah say one say one yeah yeah say one say need validation tell think top last creation word block fell sayin old town road lil nassy playin nigga stick best suggest make another one like huh yeah oh know hurt soul know luck huh drop song nigga give fuck like like say one say one yeah yeah say one say one yeah yeah like like say one say one yeah yeah say one say one yeah yeah meme joke gimmick go thing get face show oh think big shit big pimpin let know next big thing next thing go prove everybody waitin real swear somebody hatin see lasting long honest even album okay floppin promise oh like like say one say one yeah yeah say one say one yeah yeah like like say one say one yeah yeah say one say one yeah yeah oh oh oh oh oh oh oh oh oh oh oh oh
629,Blast Off,"Bruno Mars, Anderson .Paak, Silk Sonic",8257659,21afd9hCjpQ6lE5DPbcPHP,clouds blowin know goin levitatin room ah ah ah colors like rainbows summer got us smilin like dreams came true yeah took little somethin get yeah yeah got little ready oh let tiptoe magical place blast kiss moon tonight watch world go crazy outer space blast sky flyin stars multiplyin wе high fools look look shapеs turn paisley amazin destination pure sensation startin right woo took little somethin get yeah yeah got little ready oh let tiptoe magical place blast kiss moon tonight watch world go crazy outer space blast sky sky sky dance night saturn ring got friends wanna bring come time take party beyond let tiptoe magical place come fly blast kiss moon tonight moon stars watch world go crazy outer space look know place got tickets get blast sky blastin straight good vibrations take higher oh yeah blastin straight good vibrations take higher oh yeah blastin straight good vibrations take higher oh yeah blastin straight good vibrations take higher oh yeah come blastin straight good vibrations take higher oh yeah way stratosphere sendin love happy trails baba,cloud blowin know goin levitatin room ah ah ah color like rainbow summer got us smilin like dream came true yeah took littl somethin get yeah yeah got littl readi oh let tipto magic place blast kiss moon tonight watch world go crazi outer space blast sky flyin star multiplyin wе high fool look look shapе turn paisley amazin destin pure sensat startin right woo took littl somethin get yeah yeah got littl readi oh let tipto magic place blast kiss moon tonight watch world go crazi outer space blast sky sky sky danc night saturn ring got friend wanna bring come time take parti beyond let tipto magic place come fli blast kiss moon tonight moon star watch world go crazi outer space look know place got ticket get blast sky blastin straight good vibrat take higher oh yeah blastin straight good vibrat take higher oh yeah blastin straight good vibrat take higher oh yeah blastin straight good vibrat take higher oh yeah come blastin straight good vibrat take higher oh yeah way stratospher sendin love happi trail baba,cloud blowin know goin levitatin room ah ah ah color like rainbow summer got u smilin like dream came true yeah took little somethin get yeah yeah got little ready oh let tiptoe magical place blast kiss moon tonight watch world go crazy outer space blast sky flyin star multiplyin wе high fool look look shapеs turn paisley amazin destination pure sensation startin right woo took little somethin get yeah yeah got little ready oh let tiptoe magical place blast kiss moon tonight watch world go crazy outer space blast sky sky sky dance night saturn ring got friend wanna bring come time take party beyond let tiptoe magical place come fly blast kiss moon tonight moon star watch world go crazy outer space look know place got ticket get blast sky blastin straight good vibration take higher oh yeah blastin straight good vibration take higher oh yeah blastin straight good vibration take higher oh yeah blastin straight good vibration take higher oh yeah come blastin straight good vibration take higher oh yeah way stratosphere sendin love happy trail baba
630,Male Fantasy,Billie Eilish,8225238,4ak9GGe6afmi2HbxEjvhIC,home alone tryin eat distract pornography hate way looks stand dialogue would never satisfied male fantasy goin back therapy cause loved love know guess hard know nobody else comes around getting pretending alright convince hate want put okay got call girl used know inseparablе years ago thought get along think whеn behind wheel worry always gonna feel nothing lasts know deal loved love know guess hard know nobody else comes around getting pretending alright convince hate get matter know could never hate,home alon tryin eat distract pornographi hate way look stand dialogu would never satisfi male fantasi goin back therapi caus love love know guess hard know nobodi els come around get pretend alright convinc hate want put okay got call girl use know inseparablе year ago thought get along think whеn behind wheel worri alway gonna feel noth last know deal love love know guess hard know nobodi els come around get pretend alright convinc hate get matter know could never hate,home alone tryin eat distract pornography hate way look stand dialogue would never satisfied male fantasy goin back therapy cause loved love know guess hard know nobody else come around getting pretending alright convince hate want put okay got call girl used know inseparablе year ago thought get along think whеn behind wheel worry always gonna feel nothing last know deal loved love know guess hard know nobody else come around getting pretending alright convince hate get matter know could never hate
631,MASSA,"Tyler, The Creator",8218423,2goHCrsDJaflEwQ930ef0o,whatever shit man whatever bring immense joy luxury greatest thing ever happened bein damn near twenty leavin los angeles first time got bubble eyes wide passport valuable massa catch legs long bitch got much self respect wash hands fore piss try talk ehm go yeah turned twenty three pubеrty finally hit facial hair started growin clothing really fit mе caterpillar went cocoon get see shiftin really cherry bomb sounded shifty taste started changin met first impression everything wanna let go always curious child askin questions give fucks buts accept yo boy skateboard gave speech italy session um thankfully hour three detoured perspective um thoughts changed rapid turned butterfly flower boy happened bees buzzed bugs screamed loved first time private airlined accolades song got airtime grew style body feelings fixed hairline calmed front cameras business hit tens millions little boy introduced one nine mom shelter yonkers dropped say say got moment knew made yeah yeah come money deny since mirror stereotypical products environment eight figures taxes taken shit stupid flower gets petal pluck never use still potholes schools go still loopholes use nobody knows massa catch legs long bitch got much self respect wash hands fore piss try talk keep short like caesar eyes open pray cause trust god either uh seein get one life live far really wanna take let em ever tell nothin yeah purchase wheels feel like third wheelin favorite part double bird ceilin panoramic view sky sun beamin ray light show nobody front seatin hunt perfect decent know fell love commitment end goal friends got comfy little chubby drive make money dried nose runny gotta pay attention stuff battles everyone ever loved loved shadows tug war felt like custody battle felt like boat goin felt like missin paddle might buy crib seattle covered grass lackin gravel yeah come two boats cattle livin sweet heard heard nigga perspective beak bird hope peak take peace gon see run like thieves night paranoid sleep gun heat dungaroos beefin fun vegan conscious know hands meet bow grateful niggas hateful eat got plate full relate things say instrumentals whether wealth talk shit painful paint full pictures perspective drum breaks tell good lunch break holiday season vision understand perspective check resources nigga,whatev shit man whatev bring immens joy luxuri greatest thing ever happen bein damn near twenti leavin lo angel first time got bubbl eye wide passport valuabl massa catch leg long bitch got much self respect wash hand fore piss tri talk ehm go yeah turn twenti three pubеrti final hit facial hair start growin cloth realli fit mе caterpillar went cocoon get see shiftin realli cherri bomb sound shifti tast start changin met first impress everyth wanna let go alway curiou child askin question give fuck but accept yo boy skateboard gave speech itali session um thank hour three detour perspect um thought chang rapid turn butterfli flower boy happen bee buzz bug scream love first time privat airlin accolad song got airtim grew style bodi feel fix hairlin calm front camera busi hit ten million littl boy introduc one nine mom shelter yonker drop say say got moment knew made yeah yeah come money deni sinc mirror stereotyp product environ eight figur tax taken shit stupid flower get petal pluck never use still pothol school go still loophol use nobodi know massa catch leg long bitch got much self respect wash hand fore piss tri talk keep short like caesar eye open pray caus trust god either uh seein get one life live far realli wanna take let em ever tell nothin yeah purchas wheel feel like third wheelin favorit part doubl bird ceilin panoram view sky sun beamin ray light show nobodi front seatin hunt perfect decent know fell love commit end goal friend got comfi littl chubbi drive make money dri nose runni gotta pay attent stuff battl everyon ever love love shadow tug war felt like custodi battl felt like boat goin felt like missin paddl might buy crib seattl cover grass lackin gravel yeah come two boat cattl livin sweet heard heard nigga perspect beak bird hope peak take peac gon see run like thiev night paranoid sleep gun heat dungaroo beefin fun vegan consciou know hand meet bow grate nigga hate eat got plate full relat thing say instrument whether wealth talk shit pain paint full pictur perspect drum break tell good lunch break holiday season vision understand perspect check resourc nigga,whatever shit man whatever bring immense joy luxury greatest thing ever happened bein damn near twenty leavin los angeles first time got bubble eye wide passport valuable massa catch leg long bitch got much self respect wash hand fore piss try talk ehm go yeah turned twenty three pubеrty finally hit facial hair started growin clothing really fit mе caterpillar went cocoon get see shiftin really cherry bomb sounded shifty taste started changin met first impression everything wanna let go always curious child askin question give fuck buts accept yo boy skateboard gave speech italy session um thankfully hour three detoured perspective um thought changed rapid turned butterfly flower boy happened bee buzzed bug screamed loved first time private airlined accolade song got airtime grew style body feeling fixed hairline calmed front camera business hit ten million little boy introduced one nine mom shelter yonkers dropped say say got moment knew made yeah yeah come money deny since mirror stereotypical product environment eight figure tax taken shit stupid flower get petal pluck never use still pothole school go still loophole use nobody know massa catch leg long bitch got much self respect wash hand fore piss try talk keep short like caesar eye open pray cause trust god either uh seein get one life live far really wanna take let em ever tell nothin yeah purchase wheel feel like third wheelin favorite part double bird ceilin panoramic view sky sun beamin ray light show nobody front seatin hunt perfect decent know fell love commitment end goal friend got comfy little chubby drive make money dried nose runny gotta pay attention stuff battle everyone ever loved loved shadow tug war felt like custody battle felt like boat goin felt like missin paddle might buy crib seattle covered grass lackin gravel yeah come two boat cattle livin sweet heard heard nigga perspective beak bird hope peak take peace gon see run like thief night paranoid sleep gun heat dungaroos beefin fun vegan conscious know hand meet bow grateful nigga hateful eat got plate full relate thing say instrumentals whether wealth talk shit painful paint full picture perspective drum break tell good lunch break holiday season vision understand perspective check resource nigga
632,LOST IN THE CITADEL,Lil Nas X,8200216,6th8IdY4lYeM0QlSQJhhkp,tell feeling happy dreams still seem inbound tell finished cause every time leave find way come back around need time get get floor need time realize need time give like love know come right back god angel see halo hopin could stay close longer sing notes rеmember mеt thought universe sent thought someone could vent hit line getting need time get get floor need time realize need time give like love know come right back thought forever see maybe never thought together treat like whatever yeah yeah yeah love falling playing victim envisionings come slowly tumblin putting back ground remember met thought universe sent thought someone could vent hit line getting need time get get floor need time realize need time give like love know come right back tell feeling happy dreams still seem inbound tell finished cause every time leave find way come back around,tell feel happi dream still seem inbound tell finish caus everi time leav find way come back around need time get get floor need time realiz need time give like love know come right back god angel see halo hopin could stay close longer sing note rеmember mеt thought univers sent thought someon could vent hit line get need time get get floor need time realiz need time give like love know come right back thought forev see mayb never thought togeth treat like whatev yeah yeah yeah love fall play victim envis come slowli tumblin put back ground rememb met thought univers sent thought someon could vent hit line get need time get get floor need time realiz need time give like love know come right back tell feel happi dream still seem inbound tell finish caus everi time leav find way come back around,tell feeling happy dream still seem inbound tell finished cause every time leave find way come back around need time get get floor need time realize need time give like love know come right back god angel see halo hopin could stay close longer sing note rеmember mеt thought universe sent thought someone could vent hit line getting need time get get floor need time realize need time give like love know come right back thought forever see maybe never thought together treat like whatever yeah yeah yeah love falling playing victim envisioning come slowly tumblin putting back ground remember met thought universe sent thought someone could vent hit line getting need time get get floor need time realize need time give like love know come right back tell feeling happy dream still seem inbound tell finished cause every time leave find way come back around
633,Skate,"Bruno Mars, Anderson .Paak, Silk Sonic",8048639,71l8BEtJPXXlWbV6hhTHWK,oh oh room full dimes would hundred dollars bein fine crime girl lock lil fine ass tower way move like ooh like livin lil spin shit look like playin win oh baby tryna roll tryna ride tryna float tryna glide shy take hand hold tight oh skate baby skate slide way slide way oh skate baby skate wanna get know ya wanna get know ya come oh oh got hair wind skin glistenin smell sweet perfume mmm smell better barbecue oh superstar biggest fan lookin man sugar ooh tryna roll tryna ride tryna ride ya darlin tryna float tryna glide oh shy take hand hold tight oh skate baby skate slide way slide way oh skate baby skate uh wanna get know ya wanna get know ya never fall tonight got fallin reachin hopes reach girl let groove girl got singin ooh oh oh oh oh oh skate baby skate come slide way slide way oh skate baby skate ah wanna get know girl wanna get know ya skate baby skate slide way slide way oh skate baby skate wanna get know ya wanna get know ya,oh oh room full dime would hundr dollar bein fine crime girl lock lil fine ass tower way move like ooh like livin lil spin shit look like playin win oh babi tryna roll tryna ride tryna float tryna glide shi take hand hold tight oh skate babi skate slide way slide way oh skate babi skate wanna get know ya wanna get know ya come oh oh got hair wind skin glistenin smell sweet perfum mmm smell better barbecu oh superstar biggest fan lookin man sugar ooh tryna roll tryna ride tryna ride ya darlin tryna float tryna glide oh shi take hand hold tight oh skate babi skate slide way slide way oh skate babi skate uh wanna get know ya wanna get know ya never fall tonight got fallin reachin hope reach girl let groov girl got singin ooh oh oh oh oh oh skate babi skate come slide way slide way oh skate babi skate ah wanna get know girl wanna get know ya skate babi skate slide way slide way oh skate babi skate wanna get know ya wanna get know ya,oh oh room full dime would hundred dollar bein fine crime girl lock lil fine as tower way move like ooh like livin lil spin shit look like playin win oh baby tryna roll tryna ride tryna float tryna glide shy take hand hold tight oh skate baby skate slide way slide way oh skate baby skate wanna get know ya wanna get know ya come oh oh got hair wind skin glistenin smell sweet perfume mmm smell better barbecue oh superstar biggest fan lookin man sugar ooh tryna roll tryna ride tryna ride ya darlin tryna float tryna glide oh shy take hand hold tight oh skate baby skate slide way slide way oh skate baby skate uh wanna get know ya wanna get know ya never fall tonight got fallin reachin hope reach girl let groove girl got singin ooh oh oh oh oh oh skate baby skate come slide way slide way oh skate baby skate ah wanna get know girl wanna get know ya skate baby skate slide way slide way oh skate baby skate wanna get know ya wanna get know ya
